"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-09-18","09:45:00",6616.06,"1 Sep 18 6470 P BTO 0.35",-35,6631.96,"2025-09-18","16:00:00",0,"Expired",-35,1,1214540.76,35,"Blackswan hedge",0,0,0,0,15.48,15.77,26.5,-10.79,14.29,-100
"2025-09-18","09:40:00",6625.08,"2 Sep 29 6550 P STO 24.15 | 2 Sep 29 6695 C STO 21.40 | 2 Oct 13 6550 P BTO 50.30 | 2 Oct 13 6700 C BTO 50.35",-5520,6642.32,"2025-09-26","09:58:00",-7085,"Below Short/Long Ratio",3109.52,2,1220730.54,12040,"A New 9/23 mod2",14.24,6.24,0.45,0.077,15.35,16.21,26.5,-1.77,37.59,-1.63
"2025-09-18","09:32:00",6630.62,"1 Sep 18 6625 P BTO 12.25 | 1 Sep 18 6625 C BTO 16.10",-2845,6631.96,"2025-09-18","16:00:00",-696,"Expired",-2151.5,1,1211314.26,2845,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,15.19,15.77,26.5,3.77,27.59,-76.63
"2025-09-17","15:40:00",6602.77,"1 Sep 18 6605 P STO 23.25 | 1 Sep 18 6675 C STO 2.65 | 1 Sep 22 6605 P BTO 35.45 | 1 Sep 24 6675 C BTO 14.55",-2430,6630.1,"2025-09-18","09:36:00",-2970,"Profit Target",530,1,1211811.5,2430,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.52,0.183,15.75,15.23,-1.89,-2.1,23.05,-1.65
"2025-09-17","14:15:00",6586.45,"1 Sep 22 6570 P STO 33.80 | 1 Sep 22 6560 P BTO 30.45",330,6693.75,"2025-09-22","16:00:00",0,"Expired",326.44,1,1214346.7,670,"New JonE 42 Delta",3.56,0,1.11,1,16.44,16.04,-1.89,-18.42,100,-46.97
"2025-09-17","09:45:00",6605.56,"1 Sep 17 6385 P BTO 0.40",-40,6600.35,"2025-09-17","16:00:00",0,"Expired",-40,1,1211281.5,40,"Blackswan hedge",0,0,0,0,16.14,15.7,-1.89,0.69,50,-100
"2025-09-17","09:35:00",6608.56,"2 Sep 26 6525 P STO 26.55 | 2 Sep 26 6685 C STO 23.75 | 2 Oct 10 6525 P BTO 50.60 | 2 Oct 10 6690 C BTO 51.10",-5150,6598.27,"2025-09-25","09:33:00",-7100,"Below Short/Long Ratio",3879.52,2,1218528.52,11300,"A New 9/23 mod2",14.24,6.24,0.49,0.074,16,17.24,-1.89,3.69,49.03,-6.12
"2025-09-16","09:45:00",6616.15,"1 Sep 16 6525 P BTO 0.40",-40,6606.76,"2025-09-16","16:00:00",0,"Expired",-40,1,1210696.2,40,"Blackswan hedge",0,0,0,0,15.85,16.35,8.85,-7.98,25,-100
"2025-09-16","09:32:00",6622.26,"1 Sep 16 6625 P BTO 10.05 | 1 Sep 16 6625 C BTO 7.25",-1740,6606.76,"2025-09-16","16:00:00",-1824,"Expired",81.5,1,1210777.7,1740,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,15.7,16.35,8.85,-1.87,42.53,-37.93
"2025-09-15","15:05:00",6606.64,"1 Sep 17 6560 P STO 11.30 | 1 Sep 17 6645 C STO 8.95 | 1 Sep 19 6560 P BTO 20.75 | 1 Sep 19 6645 C BTO 19.90",-2043,6574.33,"2025-09-17","14:45:00",-2592,"Exited at Specified Time",543.8,1,1211321.5,2043,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.5,0.317,15.75,16.45,19.2,3.15,41.46,0
"2025-09-15","11:17:00",6616.76,"2 Sep 15 6640 C STO 0.30 | 1 Sep 15 6610 C BTO 9.95 | 1 Sep 15 6670 C BTO 0.10",-955,6615.28,"2025-09-15","16:00:00",-528,"Expired",-432,1,1211035.7,955,"R9. MAD ORB Replacement Bfly",5,0,0.06,0.019,15.3,15.59,19.2,13.27,0.52,-87.96
"2025-09-15","10:46:00",6617.26,"1 Sep 15 6615 C BTO 8.00 | 1 Sep 15 6695 C BTO 0.10 | 2 Sep 15 6655 C STO 0.20",-775,6615.28,"2025-09-15","16:00:00",-28,"Expired",-752,1,1210283.7,775,"R2. Jiji ORB Call Butterfly",5,0,0.05,0.091,15.2,15.59,19.2,13.77,3.87,-98.06
"2025-09-15","09:45:00",6603.39,"1 Sep 15 6495 P BTO 0.40",-40,6615.28,"2025-09-15","16:00:00",0,"Expired",-40,1,1210243.7,40,"Blackswan hedge",0,0,0,0,15.08,15.59,19.2,-0.1,37.5,-100
"2025-09-15","09:35:00",6607.51,"1 Sep 15 6585 P STO 2.60 | 1 Sep 15 6625 C STO 1.70 | 1 Sep 15 6560 P BTO 0.95 | 1 Sep 15 6650 C BTO 0.25",290,6615.28,"2025-09-15","16:00:00",0,"Expired",285,1,1210528.7,2210,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.58,1,15.06,15.59,19.2,4.02,100,-22.41
"2025-09-15","09:32:00",6608.67,"1 Sep 15 6590 P STO 3.25 | 1 Sep 15 6565 P BTO 1.00",210,6615.28,"2025-09-15","16:00:00",0,"Expired",207.5,1,1210736.2,2290,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.25,1,14.99,15.59,19.2,5.18,100,-19.05
"2025-09-12","10:55:00",6592.31,"1 Sep 12 6590 C BTO 7.40 | 1 Sep 12 6670 C BTO 0.05 | 2 Sep 12 6630 C STO 0.20",-710,6584.29,"2025-09-12","16:00:00",0,"Expired",-715,1,1210851.26,710,"R2. Jiji ORB Call Butterfly",5,0,0.05,1,14.57,14.76,3.19,1.65,42.96,-100
"2025-09-12","09:56:00",6588.81,"1 Sep 12 6575 P STO 4.10 | 1 Sep 12 6550 P BTO 1.30",265,6584.29,"2025-09-12","16:00:00",0,"Expired",262.5,1,1211566.26,2235,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.15,1,14.66,14.76,3.19,-1.85,100,-26.42
"2025-09-12","09:45:00",6584.82,"1 Sep 12 6475 P BTO 0.35",-35,6584.29,"2025-09-12","16:00:00",0,"Expired",-35,1,1210816.26,35,"Blackswan hedge",0,0,0,0,14.69,14.76,3.19,-5.84,14.29,-100
"2025-09-12","09:35:00",6586.2,"1 Sep 12 6565 P STO 3.30 | 1 Sep 12 6605 C STO 2.05 | 1 Sep 12 6540 P BTO 1.30 | 1 Sep 12 6630 C BTO 0.25",360,6584.29,"2025-09-12","16:00:00",0,"Expired",355,1,1211171.26,2140,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.45,1,14.66,14.76,3.19,-4.46,100,-2.78
"2025-09-11","11:15:00",6578.36,"2 Sep 11 6605 C STO 0.55 | 1 Sep 11 6575 C BTO 10.55 | 1 Sep 11 6635 C BTO 0.10",-965,6587.47,"2025-09-11","16:00:00",-1247,"Expired",277,1,1210324.24,965,"R9. MAD ORB Replacement Bfly",5,0,0.1,0.008,14.88,14.7,22.37,23.95,87.05,-10.88
"2025-09-11","10:45:00",6579.77,"1 Sep 11 6580 C BTO 8.30 | 1 Sep 11 6660 C BTO 0.10 | 2 Sep 11 6620 C STO 0.30",-785,6587.47,"2025-09-11","16:00:00",-747,"Expired",-43,1,1209152.74,785,"R2. Jiji ORB Call Butterfly",5,0,0.07,0.014,15.01,14.7,22.37,25.36,69.43,-36.94
"2025-09-11","09:45:00",6548.5,"1 Sep 11 6435 P BTO 0.35",-35,6587.47,"2025-09-11","16:00:00",0,"Expired",-35,1,1209117.74,35,"Blackswan hedge",0,0,0,0,15.01,14.7,22.37,-5.91,57.14,-100
"2025-09-11","09:37:00",6550.95,"2 Sep 22 6480 P STO 24.25 | 2 Sep 22 6615 C STO 19.95 | 2 Oct 6 6480 P BTO 48.25 | 2 Oct 6 6620 C BTO 46.50",-5065,6643,"2025-09-18","10:10:00",-6040,"Below Delta",1929.52,2,1216470.54,11130,"A New 9/23 mod2",14.24,6.24,0.47,0.454,14.85,15.21,22.37,-3.46,28.63,-0.39
"2025-09-11","09:32:00",6554.27,"1 Sep 11 6555 P BTO 11.60 | 1 Sep 11 6555 C BTO 11.45",-2315,6587.47,"2025-09-11","16:00:00",-3247,"Expired",929.5,1,1210047.24,2315,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.77,14.7,22.37,-0.14,65.44,-6.91
"2025-09-10","15:40:00",6518.21,"1 Sep 11 6520 P STO 20.70 | 1 Sep 11 6575 C STO 2.05 | 1 Sep 15 6520 P BTO 29.65 | 1 Sep 17 6575 C BTO 16.70",-2380,6554.27,"2025-09-11","09:32:00",-3180,"Profit Target",790,1,1209195.74,2380,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.49,0.166,15.62,14.77,37.68,-32.08,34.45,-0.21
"2025-09-10","11:33:00",6533.78,"1 Sep 15 6520 P STO 22.25 | 1 Sep 15 6510 P BTO 19.20",300,6615.28,"2025-09-15","16:00:00",0,"Expired",296.44,1,1211467.7,700,"New JonE 42 Delta",3.56,0,1.16,1,15.04,15.59,37.68,-16.51,100,-33.33
"2025-09-10","09:45:00",6544.2,"1 Sep 10 6455 P BTO 0.40",-40,6532.04,"2025-09-10","16:00:00",0,"Expired",-40,1,1209234,40,"Blackswan hedge",0,0,0,0,14.73,15.33,37.68,-6.09,12.5,-100
"2025-09-10","09:41:00",6543.23,"1 Sep 10 6545 C BTO 8.45 | 1 Sep 10 6585 C STO 0.30",-825,6532.04,"2025-09-10","16:00:00",0,"Expired",-828.26,1,1208405.74,1665,"McRib Deluxe - 1 Con",3.26,0,0.04,1,14.76,15.33,37.68,-7.06,75.15,-100
"2025-09-10","09:41:00",6543.23,"1 Sep 10 6540 P BTO 8.90 | 1 Sep 10 6460 P STO 0.50",-850,6528.17,"2025-09-10","15:45:00",-1220,"Exited at Specified Time",363.48,1,1209615.5,1665,"McRib Deluxe - 1 Con",3.26,3.26,0.06,0.004,14.76,15.42,37.68,-7.06,177.65,-61.76
"2025-09-10","09:36:00",6545.56,"2 Sep 19 6475 P STO 23.10 | 2 Sep 19 6610 C STO 19.80 | 2 Oct 3 6475 P BTO 47.30 | 2 Oct 3 6610 C BTO 48.00",-5250,6633.19,"2025-09-18","10:02:00",-6625,"Below Delta",2729.52,2,1214541.02,10500,"A New 9/23 mod2",14.24,6.24,0.45,0.373,14.71,15.23,37.68,-4.73,34.29,-4.19
"2025-09-10","09:32:00",6538.5,"1 Sep 10 6550 P BTO 15.95 | 1 Sep 10 6550 C BTO 5.30",-2135,6532.04,"2025-09-10","16:00:00",-1796,"Expired",-341.5,1,1209274,2135,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.82,15.33,37.68,-11.79,58.08,-46.84
"2025-09-09","09:45:00",6503.01,"1 Sep 9 6405 P BTO 0.40",-40,6512.61,"2025-09-09","16:00:00",0,"Expired",-40,1,1208900.72,40,"Blackswan hedge",0,0,0,0,15.37,15.13,8.18,-0.32,12.5,-100
"2025-09-09","09:35:00",6502.41,"1 Sep 9 6475 P STO 3.50 | 1 Sep 9 6525 C STO 2.10 | 1 Sep 9 6450 P BTO 1.30 | 1 Sep 9 6550 C BTO 0.25",385,6512.61,"2025-09-09","16:00:00",0,"Expired",380,1,1209280.72,2115,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.61,1,15.32,15.13,8.18,-0.92,100,-28.57
"2025-09-09","09:32:00",6503.01,"1 Sep 9 6480 P STO 4.35 | 1 Sep 9 6455 P BTO 1.65",255,6512.61,"2025-09-09","16:00:00",0,"Expired",252.5,1,1209533.22,2245,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.64,1,15.31,15.13,8.18,-0.32,100,-139.22
"2025-09-08","15:05:00",6491.53,"1 Sep 10 6455 P STO 8.20 | 1 Sep 10 6520 C STO 6.95 | 1 Sep 12 6455 P BTO 18.35 | 1 Sep 12 6520 C BTO 18.80",-2203,6538.5,"2025-09-10","09:32:00",-1927,"Below Delta",-281.2,1,1209252.02,2203,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.41,0.558,15.26,14.82,16.59,-6.56,15.3,-12.39
"2025-09-08","10:45:00",6503.24,"1 Sep 8 6505 C BTO 6.10 | 1 Sep 8 6585 C BTO 0.05 | 2 Sep 8 6545 C STO 0.20",-580,6495.15,"2025-09-08","16:00:00",0,"Expired",-585,1,1208373.22,580,"R2. Jiji ORB Call Butterfly",5,0,0.07,1,15.12,15.18,16.59,5.15,37.07,-100
"2025-09-08","09:56:00",6499.7,"2 Sep 17 6425 P STO 22.80 | 2 Sep 17 6565 C STO 18.20 | 2 Oct 1 6425 P BTO 47.20 | 2 Oct 1 6570 C BTO 43.50",-4980,6591.52,"2025-09-12","10:10:00",-5480,"Below Delta",979.52,2,1211303.76,10960,"A New 9/23 mod2",14.24,6.24,0.45,0.478,15.2,14.61,16.59,1.61,12.45,-1
"2025-09-08","09:45:00",6497.14,"1 Sep 8 6410 P BTO 0.40",-40,6495.15,"2025-09-08","16:00:00",0,"Expired",-40,1,1208333.22,40,"Blackswan hedge",0,0,0,0,15.24,15.18,16.59,-0.95,12.5,-100
"2025-09-08","09:35:00",6497.13,"1 Sep 8 6475 P STO 3.25 | 1 Sep 8 6515 C STO 2.25 | 1 Sep 8 6450 P BTO 1.25 | 1 Sep 8 6540 C BTO 0.30",375,6495.15,"2025-09-08","16:00:00",0,"Expired",370,1,1208703.22,2125,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.55,1,15.24,15.18,16.59,-0.96,100,-24
"2025-09-08","09:32:00",6493.82,"1 Sep 8 6475 P STO 4.25 | 1 Sep 8 6450 P BTO 1.70",240,6495.15,"2025-09-08","16:00:00",0,"Expired",237.5,1,1208940.72,2260,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.5,1,15.38,15.18,16.59,-4.27,100,-27.08
"2025-09-05","09:45:00",6530.95,"1 Sep 5 6385 P BTO 0.40",-40,6481.5,"2025-09-05","16:00:00",0,"Expired",-40,1,1208958.22,40,"Blackswan hedge",0,0,0,0,14.78,15.18,27,1.87,625,-100
"2025-09-05","09:45:00",6530.95,"1 Sep 5 6525 P BTO 9.25 | 1 Sep 5 6445 P STO 0.85",-850,6477.5,"2025-09-05","15:45:00",-4745,"Exited at Specified Time",3888.48,1,1206670.72,1740,"McRib Deluxe - 1 Con",3.26,3.26,0.09,0.002,14.78,15.24,27,1.87,660,-8.82
"2025-09-05","09:45:00",6530.95,"1 Sep 5 6535 C BTO 9.35 | 1 Sep 5 6575 C STO 0.45",-900,6498.21,"2025-09-05","10:16:00",-115,"Underlying Price Move Down",-791.52,1,1202782.24,1740,"McRib Deluxe - 1 Con",3.26,3.26,0.05,0.138,14.78,15.46,27,1.87,0,-86.11
"2025-09-05","09:32:00",6531.74,"1 Sep 5 6530 P BTO 11.80 | 1 Sep 5 6530 C BTO 13.30",-2520,6481.5,"2025-09-05","16:00:00",-4850,"Expired",2327.5,1,1208998.22,2520,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.77,15.18,27,2.66,240.67,-10.52
"2025-09-04","11:18:00",6471.09,"2 Sep 4 6495 C STO 0.50 | 1 Sep 4 6465 C BTO 11.50 | 1 Sep 4 6525 C BTO 0.10",-1070,6502.08,"2025-09-04","16:00:00",-2292,"Expired",1217,1,1192966.88,1070,"R9. MAD ORB Replacement Bfly",5,0,0.09,0.383,15.67,15.41,8.34,14.49,150.93,-19.16
"2025-09-04","10:46:00",6464.54,"1 Sep 4 6465 C BTO 7.80 | 1 Sep 4 6545 C BTO 0.05 | 2 Sep 4 6505 C STO 0.25",-740,6502.08,"2025-09-04","16:00:00",-3708,"Expired",2963,1,1197761.52,740,"R2. Jiji ORB Call Butterfly",5,0,0.06,0.003,15.8,15.41,8.34,7.94,401.08,-4.05
"2025-09-04","10:30:00",6459.92,"1 Sep 4 6445 P BTO 3.80 | 1 Sep 4 6460 C BTO 8.25 | 1 Sep 4 6490 C STO 0.50",-1165,6502.08,"2025-09-04","16:00:00",-3000,"Expired",1831.64,1,1194798.52,1165,"Ric Intraday swan net",3.36,0,0.04,0.286,15.88,15.41,8.34,3.32,160.52,0
"2025-09-04","10:30:00",6459.92,"1 Sep 4 6460 C BTO 8.25 | 1 Sep 4 6490 C STO 0.50",-785,6498.42,"2025-09-04","15:56:00",-2995,"Exited at Specified Time",2204.88,1,1191749.88,1165,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.06,0.212,15.88,15.46,8.34,3.32,281.53,0
"2025-09-04","10:30:00",6459.92,"1 Sep 4 6445 P BTO 3.80",-390,6478.46,"2025-09-04","13:09:00",-55,"Stop Loss",-337.56,1,1190056.52,1165,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,15.88,15.66,8.34,3.32,0,-85.9
"2025-09-04","09:45:00",6462.18,"1 Sep 4 6370 P BTO 0.40",-40,6502.08,"2025-09-04","16:00:00",0,"Expired",-40,1,1197721.52,40,"Blackswan hedge",0,0,0,0,16.1,15.41,8.34,5.58,0,-100
"2025-09-04","09:40:00",6457.96,"1 Sep 4 6460 C BTO 9.60 | 1 Sep 4 6500 C STO 0.40",-930,6502.08,"2025-09-04","16:00:00",-4000,"Expired",3066.74,1,1200788.26,1785,"McRib Deluxe - 1 Con",3.26,0,0.04,0.044,16.06,15.41,8.34,1.36,330.11,-60.75
"2025-09-04","09:40:00",6457.96,"1 Sep 4 6455 P BTO 9.05 | 1 Sep 4 6375 P STO 0.50",-865,6485.55,"2025-09-04","13:54:00",-25,"Underlying Price Move Up",-846.52,1,1189210,1785,"McRib Deluxe - 1 Con",3.26,3.26,0.06,0.3,16.06,15.58,8.34,1.36,58.96,-95.95
"2025-09-04","09:32:00",6456.32,"1 Sep 4 6455 P BTO 10.00 | 1 Sep 4 6455 C BTO 11.00",-2110,6502.08,"2025-09-04","16:00:00",-4708,"Expired",2595.5,1,1203383.76,2110,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,16.16,15.41,8.34,-0.28,123.13,-16.35
"2025-09-03","15:40:00",6429.56,"1 Sep 4 6430 P STO 15.20 | 1 Sep 4 6475 C STO 1.30 | 1 Sep 8 6430 P BTO 33.10 | 1 Sep 10 6475 C BTO 21.40",-3820,6484.59,"2025-09-04","13:55:00",-4165,"Exited at Specified Time",335,1,1189545,3820,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.3,0.215,16.73,15.62,30.28,-16.26,19.24,-0.26
"2025-09-03","10:45:00",6449.16,"1 Sep 3 6450 C BTO 7.25 | 1 Sep 3 6530 C BTO 0.05 | 2 Sep 3 6490 C STO 0.20",-695,6448.26,"2025-09-03","16:00:00",0,"Expired",-700,1,1190394.08,695,"R2. Jiji ORB Call Butterfly",5,0,0.05,1,16.66,16.48,30.28,3.34,31.65,-100
"2025-09-03","10:31:00",6439.22,"1 Sep 3 6425 P BTO 4.70 | 1 Sep 3 6440 C BTO 9.00 | 1 Sep 3 6470 C STO 0.60",-1320,6448.26,"2025-09-03","16:00:00",-826,"Expired",-497.36,1,1193210.58,1320,"Ric Intraday swan net",3.36,0,0.04,0.007,16.96,16.48,30.28,-6.6,30.68,-92.42
"2025-09-03","10:31:00",6439.22,"1 Sep 3 6425 P BTO 4.70",-480,6427.09,"2025-09-03","15:35:00",-225,"Exited at Specified Time",-257.56,1,1194586.72,1320,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,16.96,16.82,30.28,-6.6,139.58,-65.62
"2025-09-03","10:31:00",6439.22,"1 Sep 3 6440 C BTO 9.00 | 1 Sep 3 6470 C STO 0.60",-850,6427.08,"2025-09-03","13:42:00",-125,"Stop Loss",-730.12,1,1194844.28,1320,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.07,0.074,16.96,16.91,30.28,-6.6,82.35,-85.29
"2025-09-03","09:45:00",6442.52,"1 Sep 3 6340 P BTO 0.35",-35,6448.26,"2025-09-03","16:00:00",0,"Expired",-35,1,1193175.58,35,"Blackswan hedge",0,0,0,0,17.05,16.48,30.28,-3.3,28.57,-100
"2025-09-03","09:44:00",6442.27,"1 Sep 3 6445 C BTO 9.15 | 1 Sep 3 6485 C STO 0.40",-885,6448.26,"2025-09-03","16:00:00",-326,"Expired",-562.26,1,1193707.94,1865,"McRib Deluxe - 1 Con",3.26,0,0.04,0.027,17.05,16.48,30.28,-3.55,42.37,-100
"2025-09-03","09:44:00",6442.27,"1 Sep 3 6440 P BTO 10.35 | 1 Sep 3 6360 P STO 0.55",-990,6433.49,"2025-09-03","15:45:00",-680,"Exited at Specified Time",-316.52,1,1194270.2,1865,"McRib Deluxe - 1 Con",3.26,3.26,0.05,0.007,17.05,16.64,30.28,-3.55,136.36,-68.69
"2025-09-03","09:32:00",6437.49,"1 Sep 3 6445 P BTO 16.05 | 1 Sep 3 6445 C BTO 7.90",-2405,6448.26,"2025-09-03","16:00:00",-326,"Expired",-2081.5,1,1191094.08,2405,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,17.14,16.48,30.28,-8.33,19.33,-86.44
"2025-09-02","10:33:00",6402.95,"1 Sep 2 6380 P STO 5.05 | 1 Sep 2 6355 P BTO 1.70",320,6415.54,"2025-09-02","16:00:00",0,"Expired",317.5,1,1195609.4,2180,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.97,1,18.02,17.46,-58.75,1.44,100,-353.12
"2025-09-02","09:45:00",6381.78,"1 Sep 2 6280 P BTO 0.35",-35,6415.54,"2025-09-02","16:00:00",0,"Expired",-35,1,1195574.4,35,"Blackswan hedge",0,0,0,0,18.65,17.46,-58.75,-19.73,14.29,-100
"2025-09-02","09:32:00",6371.18,"2 Oct 17 6035 P STO 52.05 | 1 Oct 17 6085 P BTO 58.55 | 1 Oct 17 5935 P BTO 41.35",395,6530.95,"2025-09-05","09:45:00",195,"Profit Target",190,1,1203573.76,4605,"BWB Gap Down - Max 3 Open",5,5,1.04,1.041,19.23,14.78,-58.75,-30.33,56.96,-35.44
"2025-08-29","15:45:00",6460.59,"4 Aug 29 6470 C BTO 1.35 | 4 Aug 29 6450 P BTO 0.85",-230,6460.26,"2025-08-29","16:00:00",0,"Expired",-934.4,4,1195291.9,920,"R2. EOM 3:45pm Strangle 2.0 - Max cap 1000",14.4,0,0,0,15.4,15.29,-12.58,-28.69,15.22,-100
"2025-08-29","10:41:00",6462.42,"1 Aug 29 6440 P STO 4.35 | 1 Aug 29 6415 P BTO 1.50",270,6460.26,"2025-08-29","16:00:00",0,"Expired",267.5,1,1195876.3,2230,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.9,1,15.26,15.29,-12.58,-26.86,100,-135.19
"2025-08-29","09:45:00",6483.51,"1 Aug 29 6365 P BTO 0.35",-35,6460.26,"2025-08-29","16:00:00",0,"Expired",-35,1,1195841.3,35,"Blackswan hedge",0,0,0,0,14.69,15.29,-12.58,-5.77,142.86,-100
"2025-08-29","09:35:00",6486.46,"1 Aug 29 6460 P STO 3.40 | 1 Aug 29 6510 C STO 2.55 | 1 Aug 29 6435 P BTO 1.40 | 1 Aug 29 6535 C BTO 0.45",390,6460.26,"2025-08-29","16:00:00",0,"Expired",385,1,1196226.3,2110,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.22,13,14.49,15.29,-12.58,-2.82,100,-220.51
"2025-08-28","09:45:00",6486.41,"1 Aug 28 6400 P BTO 0.40",-40,6501.86,"2025-08-28","16:00:00",0,"Expired",-40,1,1194135.78,40,"Blackswan hedge",0,0,0,0,14.31,14.33,2.44,2.57,112.5,-100
"2025-08-28","09:32:00",6492.43,"1 Aug 28 6485 P BTO 8.25 | 1 Aug 28 6485 C BTO 15.15",-2350,6501.86,"2025-08-28","16:00:00",-1686,"Expired",-666.5,1,1193469.28,2350,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.15,14.33,2.44,8.59,16.38,-46.17
"2025-08-27","15:40:00",6484.14,"1 Aug 28 6485 P STO 23.10 | 1 Aug 28 6550 C STO 2.15 | 1 Sep 2 6485 P BTO 32.20 | 1 Sep 3 6550 C BTO 10.40",-1755,6498.39,"2025-08-28","13:55:00",-1860,"Exited at Specified Time",95,1,1194175.78,1755,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.59,0.062,14.95,14.14,-3.68,21.88,10.26,-22.51
"2025-08-27","11:15:00",6477.63,"2 Aug 27 6505 C STO 0.25 | 1 Aug 27 6475 C BTO 7.10 | 1 Aug 27 6535 C BTO 0.10",-680,6481.4,"2025-08-27","16:00:00",-640,"Expired",-45,1,1193883.28,680,"R9. MAD ORB Replacement Bfly",5,0,0.07,0.014,14.83,14.93,-3.68,15.37,82.35,-55.88
"2025-08-27","10:57:00",6477.62,"1 Aug 27 6480 C BTO 4.45 | 1 Aug 27 6560 C BTO 0.05 | 2 Aug 27 6520 C STO 0.15",-425,6481.4,"2025-08-27","16:00:00",-140,"Expired",-290,1,1193593.28,425,"R2. Jiji ORB Call Butterfly",5,0,0.07,0.054,14.85,14.93,-3.68,15.36,95.29,-67.06
"2025-08-27","09:45:00",6467.9,"1 Aug 27 6400 P BTO 0.40",-40,6481.4,"2025-08-27","16:00:00",0,"Expired",-40,1,1193553.28,40,"Blackswan hedge",0,0,0,0,14.84,14.93,-3.68,5.64,12.5,-100
"2025-08-27","09:35:00",6463.74,"1 Aug 27 6445 P STO 3.15 | 1 Aug 27 6480 C STO 2.65 | 1 Aug 27 6420 P BTO 0.90 | 1 Aug 27 6505 C BTO 0.25",445,6481.4,"2025-08-27","16:00:00",140,"Expired",300,1,1193853.28,2055,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.04,18.5,14.87,14.93,-3.68,1.48,68.54,-84.27
"2025-08-27","09:32:00",6464.48,"1 Aug 27 6445 P STO 3.45 | 1 Aug 27 6420 P BTO 1.00",230,6481.4,"2025-08-27","16:00:00",0,"Expired",227.5,1,1194080.78,2270,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.45,1,14.92,14.93,-3.68,2.22,100,-10.87
"2025-08-26","10:04:00",6440.74,"1 Aug 26 6425 P STO 3.75 | 1 Aug 26 6400 P BTO 1.10",250,6465.94,"2025-08-26","16:00:00",0,"Expired",247.5,1,1193173.48,2250,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.41,1,15.11,14.81,-3.83,5.25,100,-8
"2025-08-26","09:45:00",6441.74,"1 Aug 26 6355 P BTO 0.40",-40,6465.94,"2025-08-26","16:00:00",0,"Expired",-40,1,1193133.48,40,"Blackswan hedge",0,0,0,0,15.13,14.81,-3.83,6.25,37.5,-100
"2025-08-26","09:35:00",6438.97,"1 Aug 26 6415 P STO 3.00 | 1 Aug 26 6460 C STO 2.05 | 1 Aug 26 6390 P BTO 1.05 | 1 Aug 26 6485 C BTO 0.25",355,6465.94,"2025-08-26","16:00:00",594,"Expired",-244,1,1192889.48,2145,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.88,62.5,15.14,14.81,-3.83,3.48,91.55,-123.94
